ID,LOCATION,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,WY Total,Pct Avg to Date
MTHC1,MT. HEBRON RS,0.95,1.50,1.73,0.56,1.62,0.41,0.69,0.16,0.55,2.13,0.00,0.15,10.45,82
ORLC1,ORLEANS,0.66,12.78,12.63,2.86,13.84,2.28,3.60,1.39,0.27,1.56,0.28,0.44,52.59,100
TRHC1,TRINITY RIVER HATCHERY,0.21,5.54,6.50,0.79,4.62,0.51,1.97,0.76,0.04,0.48,0.04,0.06,21.52,66
TULC1,TULE LAKE,0.81,1.14,1.54,0.57,2.15,0.90,0.43,0.47,0.52,0.52,0.04,0.47,9.56,84
YKAC1,YREKA,0.24,2.96,5.27,1.27,2.72,0.24,0.68,0.77,0.40,1.24,0.04,0.08,15.91,81
ANGC1,ANGWIN PACIFIC UNION COLL,0.29,3.21,6.16,0.48,9.82,0.39,1.76,0.63,0.00,0.17,0.00,0.16,23.07,57
FFDC1,FAIRFIELD,0.12,2.55,3.41,0.20,4.38,0.11,2.05,0.55,0.00,0.00,0.00,0.38,13.75,59
HLDC1,HEALDSBURG FIRE DEPT,0.53,3.80,7.79,0.42,12.50,0.25,3.60,0.49,0.00,0.17,0.00,0.09,29.64,70
MHMC1,MOUNT HAMILTON,0.57,3.31,3.88,1.09,6.67,0.82,1.05,0.22,0.03,0.03,0.00,0.35,18.02,76
NSHC1,NAPA STATE HOSPITAL,0.14,3.30,3.71,0.36,5.12,0.35,1.52,0.35,0.00,0.00,0.00,0.05,14.90,56
PORC1,POTTER VALLEY PH,0.22,5.78,10.02,1.18,11.21,0.97,3.20,0.82,0.00,0.42,0.00,0.13,33.95,75
SFO,SAN FRANCISCO AIRPORT,0.63,3.05,5.31,0.72,4.79,0.52,1.44,0.43,0.00,0.02,0.00,0.09,17.00,85
SFOC1,DOWNTOWN SAN FRANCISCO,0.63,3.05,5.31,0.72,4.79,0.52,1.44,0.43,0.00,0.02,0.00,0.09,17.00,76
STSC1,SANTA ROSA,0.57,3.58,5.46,0.49,7.07,0.31,2.58,0.36,0.00,0.12,0.00,0.05,20.59,66
UKI,UKIAH ASOS,0.31,4.14,5.98,0.43,8.63,0.51,2.11,0.60,0.00,0.12,0.00,0.06,22.89,NA
4LW,LAKEVIEW,0.29,1.72,0.66,0.16,1.91,0.31,1.34,0.69,0.43,0.02,0.18,1.35,9.06,59
BNYC1,BURNEY,0.08,3.08,4.16,0.73,6.92,1.18,1.63,0.36,0.70,0.71,0.00,1.80,21.35,79
BODC1,BOWMAN DAM,0.64,8.49,10.60,2.99,15.90,1.60,5.00,2.58,0.94,0.00,0.00,1.23,49.97,73
BUCC1,BUCKS CREEK,0.45,6.79,10.97,1.25,15.79,2.25,3.47,1.40,0.24,0.74,0.00,1.09,44.44,64
BUKC1,BUCKHORN,0.49,12.16,14.21,2.59,13.38,2.47,4.71,1.87,0.79,2.10,0.06,1.92,56.75,85
CANC1,CANYON DAM,0.15,2.83,4.60,0.34,9.26,1.87,2.03,0.84,0.33,0.55,0.00,1.04,23.84,63
CHEC1,CHESTER,0.12,4.72,3.67,0.79,8.63,0.92,2.52,1.50,0.11,1.25,0.00,0.49,24.72,75
CHUC1,CHICO UNIVERSITY FARM,0.19,2.34,1.99,1.86,4.87,0.20,2.45,0.50,0.20,0.28,0.00,0.27,15.15,58
CLGC1,COLGATE PH,0.40,4.23,7.67,0.96,10.14,0.97,2.75,0.96,0.65,0.01,0.00,0.86,29.60,72
COFC1,COLFAX,0.46,2.92,5.89,1.12,11.37,0.88,3.03,1.09,0.19,0.00,0.00,0.84,27.79,58
DAVC1,DAVIS EXPERIMENTAL FARM,0.02,2.14,2.39,0.00,3.34,0.16,1.72,0.36,0.00,0.06,0.00,0.20,10.39,55
DESC1,DE SABLA,0.18,6.34,12.79,0.34,16.17,1.01,4.57,1.12,0.38,0.62,0.00,1.50,45.02,68
DWNC1,DOWNIEVILLE,0.89,8.32,9.32,1.74,16.23,2.32,4.45,1.94,1.23,0.00,0.04,1.08,47.56,76
FSTC1,FORESTHILL RS,0.88,5.78,7.99,3.09,14.52,2.41,3.54,1.34,0.37,0.00,0.00,1.05,40.97,79
GEOC1,GEORGETOWN RS,0.84,5.02,7.42,1.07,8.64,3.05,4.00,1.50,0.45,0.00,0.00,0.83,32.82,61
GLRC1,GOLD RUN 2SW,0.98,5.77,9.37,2.20,13.79,1.66,3.93,1.62,0.65,0.00,0.00,1.43,41.40,75
GRAC1,GRASS VALLEY NO. 2,0.45,3.96,9.35,1.15,14.15,1.34,4.01,1.64,0.30,0.17,0.00,1.50,38.02,72
HATC1,HAT CREEK,0.15,3.56,1.87,0.29,4.52,0.62,1.63,0.38,0.52,0.39,0.00,1.15,15.08,75
HLEC1,HARRY L ENGLEBRIGHT DAM,0.18,2.99,5.72,0.06,7.51,0.80,2.73,0.75,0.05,0.00,0.00,0.75,21.54,62
MCLC1,MCCLOUD,0.08,5.41,9.19,0.80,10.69,0.69,1.37,0.86,0.53,0.90,0.00,1.02,31.54,64
MHS,MT. SHASTA,0.18,4.05,8.26,0.86,9.57,1.64,1.51,0.69,0.30,0.56,0.03,0.39,28.04,70
MINC1,MINERAL,0.38,5.81,7.25,0.19,11.48,2.38,2.01,1.17,0.38,0.51,0.00,0.74,32.30,57
MNZC1,MANZANITA LAKE,0.63,3.72,3.67,1.33,7.05,2.05,2.40,0.97,0.72,0.61,0.00,1.51,24.66,60
NCOC1,NICOLAUS,0.10,1.55,3.34,0.03,3.11,0.33,1.10,0.17,0.00,0.00,0.00,0.31,10.04,51
NVDC1,NEVADA CITY,0.79,6.40,10.29,1.33,15.77,1.41,4.65,1.91,1.02,0.07,0.00,1.42,45.06,76
ONDC1,ORLAND,0.09,1.64,3.10,0.04,3.31,0.12,1.59,0.33,0.15,0.47,0.00,0.93,11.77,54
PCHC1,PACIFIC HOUSE,0.89,6.92,6.90,2.47,13.23,2.77,3.79,1.51,0.15,0.02,0.00,0.65,39.30,76
PLCC1,PLACERVILLE,0.56,2.99,6.42,1.45,9.99,1.80,2.86,0.56,0.02,0.02,0.00,0.33,27.00,70
PRAC1,PORTOLA,0.35,2.26,2.26,0.46,6.83,0.94,0.90,0.57,0.64,0.00,0.00,0.44,15.65,68
PRDC1,PARADISE,0.17,5.60,10.47,0.20,15.13,1.46,4.26,0.65,0.14,0.70,0.00,0.96,39.74,71
QCYC1,QUINCY,0.50,3.48,6.20,0.51,12.14,1.41,1.81,1.10,0.30,0.00,0.00,0.70,28.15,74
RBL,RED BLUFF AP,0.10,1.88,3.92,0.00,4.47,0.54,1.18,0.49,0.15,0.86,0.00,0.36,13.95,58
ROMC1,ROUND MOUNTAIN,0.48,9.39,12.77,2.01,10.11,5.87,4.16,1.48,0.21,1.56,0.02,1.48,49.54,77
SAC,SACRAMENTO AP,0.16,1.12,3.01,0.05,4.44,0.35,1.34,0.41,0.00,0.01,0.00,0.06,10.95,61
SERC1,SIERRAVILLE,0.15,1.59,1.86,0.81,5.22,0.76,0.89,0.33,0.32,0.00,0.00,0.08,12.01,46
SHDC1,SHASTA DAM,0.24,6.98,11.69,1.25,12.81,0.63,3.12,0.88,0.12,2.68,0.01,0.30,40.71,64
SMTC1,SACRAMENTO 5 ESE,0.21,1.03,3.12,0.07,5.17,0.50,1.42,0.43,0.00,0.01,0.00,0.08,12.04,61
STOC1,STONY GORGE,0.10,1.27,3.82,0.01,3.98,0.11,0.96,0.39,0.00,0.13,0.00,0.34,11.11,52
STYC1,STRAWBERRY VALLEY,0.82,9.35,16.17,2.56,22.78,1.75,6.10,1.94,1.47,0.27,0.00,1.42,64.63,80
TWLC1,CAPLES LAKE,0.00,3.87,5.17,1.66,8.22,1.66,2.31,1.51,0.50,0.23,0.40,0.46,25.99,56
VOLC1,VOLTA PH,0.35,5.03,6.63,1.99,6.64,1.89,2.24,0.71,1.09,1.04,0.00,1.18,28.79,82
VTNC1,VINTON,0.87,1.01,0.81,0.19,3.17,0.61,0.64,0.22,0.61,0.09,0.11,0.34,8.67,61
WDDC1,WOODLAND,0.01,1.69,1.70,0.00,3.19,0.15,1.81,0.24,0.00,0.11,0.00,0.46,9.36,45
WSKC1,WHISKEYTOWN RES,0.46,5.79,9.17,0.66,12.46,0.50,3.48,0.72,0.12,4.53,0.02,0.18,38.09,60
ARNC1,CALAVERAS BIG TREES,1.71,4.77,6.86,2.20,15.39,0.39,3.38,1.88,0.34,0.00,0.00,0.31,37.23,67
CHVC1,CHERRY VALLEY,1.40,2.44,5.46,1.70,11.09,1.30,2.91,1.48,0.02,0.11,0.04,0.93,28.88,60
CMPC1,CAMP PARDEE,0.32,1.36,3.59,0.71,5.59,0.72,1.89,0.39,0.00,0.01,0.00,0.14,14.72,64
EXQC1,EXCHEQUER DAM,0.81,1.79,3.25,1.12,4.02,0.87,1.19,0.26,0.00,0.01,0.00,0.07,13.39,67
FDDC1,FIDDLETOWN DEXTER RANCH,0.76,2.10,5.09,1.86,9.61,1.46,2.77,0.53,0.05,0.00,0.00,0.39,24.62,67
GRVC1,GROVELAND RS,0.82,2.33,1.65,1.67,6.84,0.95,2.32,0.84,0.00,0.02,0.00,0.26,17.70,47
HETC1,HETCH HETCHY,1.03,2.86,3.84,1.46,7.04,1.87,2.57,1.25,0.00,0.21,0.13,0.83,23.09,63
LOSC1,LOS BANOS,0.21,0.34,0.63,0.55,1.28,0.11,0.48,0.02,0.00,0.00,0.00,0.80,4.42,44
MCEC1,MERCED,0.23,0.85,2.23,0.56,1.52,0.33,0.84,0.03,0.00,0.00,0.00,0.28,6.87,55
MDRC1,MADERA,0.01,0.56,1.40,0.65,1.86,0.49,0.50,0.05,0.00,0.00,0.00,0.15,5.67,47
MOD,MODESTO AP,0.24,0.96,2.00,0.41,2.18,0.48,1.17,0.06,0.00,0.01,0.00,0.10,7.61,58
NMDC1,NEW MELONES DAM HQ,0.93,2.17,4.55,1.34,6.58,1.36,2.03,0.82,0.01,0.00,0.00,0.15,19.94,NA
NOFC1,NORTH FORK RS,0.43,1.42,4.78,1.22,7.57,1.36,1.31,0.29,0.00,0.00,0.06,0.20,18.64,55
PANC1,PANOCHE 2W,0.17,0.37,1.06,1.01,1.46,0.19,0.48,0.01,0.00,0.00,0.00,0.48,5.23,50
SONC1,SONORA,0.60,2.44,5.36,1.86,9.78,1.39,2.36,0.78,0.02,0.02,0.00,0.21,24.82,76
TRAC1,TRACY CARBONA,0.26,0.97,1.42,0.50,3.40,0.19,0.64,0.00,0.00,0.00,0.00,0.23,7.61,72
WSTC1,WEST POINT,1.16,3.33,5.52,1.93,11.56,1.34,2.84,0.85,0.14,0.01,0.00,0.38,29.06,80
YNPC1,SOUTH ENTRANCE YOSEMITE,0.02,1.59,4.20,1.14,7.39,0.74,1.20,0.21,0.00,0.00,0.29,0.63,17.41,41
ASHC1,ASH MOUNTAIN,0.45,0.46,3.42,1.08,4.77,1.63,2.45,0.08,0.00,0.00,0.04,0.84,15.22,57
BFL,BAKERSFIELD,0.29,0.02,0.60,0.21,0.99,0.44,0.51,0.00,0.00,0.00,0.00,0.13,3.19,49
DNPC1,BALCH PH,0.79,0.54,3.77,1.46,6.85,1.84,1.77,0.15,0.00,0.00,0.00,0.39,17.56,57
GNNC1,GLENNVILLE,0.55,0.24,3.75,1.42,4.15,1.79,2.20,0.04,0.00,0.00,0.00,0.92,15.06,75
GRGC1,GRANT GROVE,0.84,0.93,4.54,1.65,9.74,2.82,2.07,0.21,0.00,0.00,0.39,1.59,24.78,59
LDGC1,LODGEPOLE,1.14,1.01,4.89,2.38,8.75,2.44,3.10,0.31,0.00,0.00,0.12,0.78,24.92,56
TREC1,THREE RIVER EDISON PH #1,0.21,0.32,3.44,0.92,4.91,1.53,1.35,0.06,0.00,0.00,0.03,0.85,13.62,56
CNGC1,COALINGA,0.05,0.01,0.40,0.24,1.30,0.03,0.24,0.00,0.00,0.00,0.15,0.22,2.64,32
FAT,FRESNO AIR TERMINAL,0.08,0.23,1.33,0.59,2.29,0.97,0.49,0.05,0.00,0.00,0.02,0.02,6.07,54
HJO,HANFORD,0.09,0.20,0.90,0.61,0.90,0.22,0.27,0.01,0.00,0.00,0.05,0.32,3.57,42
LEMC1,LEMON COVE,0.18,0.12,2.15,0.85,2.49,2.08,0.73,0.05,0.00,0.00,0.00,0.37,9.02,62
LINC1,LINDSAY,0.21,0.01,1.85,0.32,1.62,0.88,1.28,0.06,0.00,0.00,0.05,0.46,6.74,54
VISC1,VISALIA,0.26,0.03,0.88,0.32,1.61,0.48,0.20,0.04,0.00,0.00,0.01,0.82,4.65,42
WASC1,WASCO,0.78,0.04,0.47,0.46,0.48,0.21,0.35,0.26,0.00,0.00,0.00,0.11,3.16,43
BISC1,BIG SUR STATE PARK,0.14,2.81,6.58,1.07,9.28,0.89,1.55,0.32,0.00,0.00,0.00,0.56,23.20,54
CCHC1,CACHUMA DAM,0.16,0.20,1.59,1.30,3.03,0.15,0.81,0.00,0.00,0.00,0.00,0.17,7.41,34
JNLC1,JUNCAL DAM,0.26,0.39,1.51,3.33,3.15,0.08,0.68,0.00,0.00,0.00,0.00,0.48,9.88,32
KICC1,KING CITY,0.38,0.52,1.24,0.83,1.43,0.38,0.65,0.00,0.00,0.00,0.00,0.21,5.64,46
PRB,PASO ROBLES,0.60,0.20,0.82,0.65,1.40,0.07,0.19,0.00,0.00,0.00,0.15,0.00,4.08,31
PRSC1,PRIEST VALLEY,0.61,0.58,2.70,1.03,2.78,0.31,1.04,0.01,0.00,0.00,0.29,0.10,9.45,45
SBA,SANTA BARBARA,0.15,0.27,0.98,2.57,2.02,0.03,1.11,0.00,0.00,0.00,0.00,0.21,7.34,40
SCRC1,SANTA CRUZ,0.14,3.26,4.73,0.80,5.86,0.33,1.53,0.55,0.00,0.00,0.00,0.38,17.58,57
SMX,SANTA MARIA,0.34,0.37,1.17,0.80,1.62,0.17,0.60,0.04,0.00,0.00,0.02,0.01,5.14,37
WVIC1,WATSONVILLE WATERWORKS,0.10,1.52,4.10,0.96,4.96,0.33,1.06,0.17,0.00,0.00,0.00,0.41,13.61,59
BBLC1,BIG BEAR LAKE F.S.,0.01,0.08,1.04,0.20,1.22,0.60,0.47,0.00,0.00,0.22,0.16,0.75,4.75,22
CQT,DOWNTOWN LA,0.34,0.16,0.81,0.19,0.92,0.05,0.74,0.00,0.00,0.00,0.00,0.52,3.73,25
HENC1,HENSHAW DAM,0.41,0.21,2.06,0.80,4.02,0.41,1.14,0.00,0.00,0.00,0.46,0.62,10.13,36
LAGC1,LAGUNA BEACH,0.00,0.17,1.07,0.79,1.17,0.24,0.60,0.00,0.00,0.00,0.00,1.04,5.08,37
LAX,LA INT'L AIRPORT,0.00,0.25,0.61,0.39,0.82,0.09,0.36,0.00,0.00,0.01,0.00,0.49,3.02,23
LGB,LONG BEACH,0.07,0.11,0.68,0.20,0.49,0.03,0.48,0.00,0.00,0.00,0.06,0.46,2.58,20
LOX,OXNARD,0.09,0.13,1.02,2.65,0.86,0.02,0.97,0.00,0.00,0.00,0.00,0.40,6.14,NA
OJAC1,OJAI,0.23,0.11,0.94,2.39,2.10,0.22,0.82,0.00,0.00,0.00,0.00,0.61,7.42,34
MWS,MOUNT WILSON,0.01,0.11,0.92,0.63,2.56,0.49,0.45,0.00,0.00,0.06,0.00,1.49,6.72,17
SAN,LINDBERGH FIELD,0.76,0.15,0.53,0.51,1.12,0.09,0.46,0.00,0.00,0.00,0.00,0.05,3.67,34
STAC1,SANTA ANA FS,0.02,0.11,0.67,0.03,0.98,0.10,0.34,0.00,0.00,0.00,0.00,0.52,2.77,20
CEDC1,CEDARVILLE,0.65,2.43,1.00,0.60,1.00,0.42,1.38,0.30,0.26,0.00,0.00,0.16,8.20,62
DOLC1,DOYLE 4SSE,0.89,1.44,0.26,0.29,1.82,0.33,0.59,0.20,0.48,0.10,0.00,0.36,6.76,39
FRNN2,FERNLEY,0.15,0.39,0.20,0.23,0.31,0.03,0.37,0.24,0.02,0.02,0.00,0.24,2.20,41
JESC1,JESS VALLEY,1.42,2.99,1.25,0.51,1.71,1.13,3.55,0.55,1.12,0.00,0.11,1.66,16.00,84
STDN2,STEAD,1.10,0.67,0.73,0.23,2.30,0.21,0.31,0.11,0.12,0.00,0.00,0.51,6.29,60
WTNN2,WELLINGTON,0.27,0.24,0.21,0.19,0.67,0.27,0.18,0.10,0.02,0.10,0.60,0.12,2.97,NA
BDEC1,BODIE,0.66,0.05,0.91,0.77,1.27,0.24,1.54,0.11,0.00,0.20,1.81,0.56,8.12,63
BOCC1,BOCA RESERVOIR,0.69,1.75,1.73,0.64,4.95,0.69,0.92,0.47,0.26,0.02,0.07,0.82,13.01,58
BPTC1,BRIDGEPORT,0.35,0.02,0.15,0.28,2.32,0.00,1.09,0.00,0.00,0.17,1.37,1.26,7.01,75
CRCN2,CARSON CITY,0.05,0.71,0.30,0.49,0.81,0.30,0.23,0.02,0.06,0.00,0.05,0.20,3.22,31
DAGN2,DAGGET PASS,0.32,1.01,1.32,0.15,2.55,0.57,0.53,0.18,0.21,0.05,0.00,0.40,7.29,67
GLBN2,GLENBROOK,0.34,1.01,1.40,0.62,3.86,0.78,1.05,0.23,0.34,0.32,0.71,1.14,11.80,68
HTHN2,HAWTHORNE,0.00,0.39,0.00,0.02,0.30,0.00,1.63,0.01,0.00,0.00,0.01,0.00,2.36,43
MINN2,MINDEN,0.46,0.47,0.69,0.66,1.12,0.27,0.37,0.13,0.01,0.00,0.04,0.37,4.59,55
RNO,RENO,0.42,0.25,0.41,0.13,1.01,0.03,0.18,0.16,0.12,0.00,0.16,0.44,3.31,44
SMIN2,SMITH 6N,0.32,0.17,0.33,0.15,0.45,0.12,0.14,0.17,0.00,0.00,0.04,0.12,2.01,32
SRKN2,SPARKS,0.33,0.41,0.12,0.05,1.11,0.10,0.18,0.15,0.06,0.00,0.18,0.23,2.92,39
TAHC1,TAHOE CITY,0.16,3.10,2.98,1.46,7.48,1.13,1.47,0.60,0.20,0.00,0.08,1.00,19.66,60
TKEC1,TRUCKEE RS,0.37,3.33,3.19,1.31,9.06,1.30,1.67,0.72,0.41,0.29,0.28,1.15,23.08,75
TPLN2,TOPAZ LAKE 4N,0.18,0.03,0.00,0.10,0.08,0.00,0.04,0.00,0.00,0.00,0.07,0.00,0.50,5
VRCN2,VIRGINIA CITY,0.00,0.41,0.49,0.82,1.70,0.00,0.35,0.00,0.00,0.00,0.00,0.63,4.40,31
WABN2,WABUSKA 6SE,0.19,0.23,0.19,0.02,0.27,0.04,0.22,0.09,0.00,0.25,0.05,0.22,1.77,37
BARC1,BARSTOW,0.01,0.00,0.47,0.00,0.20,0.00,0.24,0.00,0.00,0.01,0.01,0.00,0.94,22
BIH,BISHOP AP,0.54,0.00,0.03,0.49,0.11,0.05,0.12,0.00,0.00,0.00,0.06,0.14,1.54,31
DEVC1,DEATH VALLEY,0.20,0.00,0.06,0.02,0.04,0.08,0.07,0.63,0.00,0.00,0.00,0.63,1.73,74
FMTC1,FAIRMONT,0.50,0.06,1.20,0.45,1.90,0.35,0.50,0.00,0.00,0.02,0.00,0.52,5.50,34
HEEC1,HAIWEE,0.37,0.00,0.13,0.06,0.27,0.00,1.21,0.00,0.00,0.00,0.02,0.11,2.17,29
INDC1,INDEPENDENCE,0.01,0.00,0.01,0.42,0.71,0.05,0.10,0.00,0.00,0.00,0.24,0.12,1.66,31
INYC1,INYOKERN-KERN CO. FD,0.00,0.00,0.02,0.04,0.03,0.07,0.00,0.00,0.00,0.00,0.35,0.00,0.51,11
IPL,IMPERIAL,0.04,0.00,0.00,0.01,0.00,0.01,0.03,0.00,0.00,0.00,0.00,0.44,0.53,18
LEVC1,LEE VINING,0.53,0.35,1.22,0.55,2.08,0.29,0.15,0.07,0.12,0.35,1.28,0.24,7.23,56
NID,CHINA LAKE ARMITAGE,1.19,0.00,0.12,0.08,0.10,0.08,0.00,0.00,0.00,0.00,0.00,0.00,1.57,43
PMD,PALMDALE,0.13,0.00,0.17,0.03,0.32,0.00,0.00,0.00,0.00,0.01,0.03,0.40,1.09,15
PSP,PALM SPRINGS,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,2
RANC1,KERN COUNTY FD,0.31,0.00,0.20,0.01,0.35,0.29,0.00,0.00,0.00,0.00,0.01,0.00,1.17,17
B23,BATTLE MOUNTAIN,0.74,0.41,0.43,0.50,1.50,0.48,1.54,0.63,0.69,0.54,0.02,0.16,7.64,87
BOWN2,BEOWAWE,0.70,0.55,0.69,0.63,1.09,0.49,1.06,0.47,0.65,0.00,0.07,0.18,6.58,74
EKO,ELKO,0.55,0.92,0.68,0.38,1.01,0.46,0.62,0.12,0.24,0.04,0.22,0.16,5.40,57
GIBN2,GIBBS RANCH,0.89,1.31,1.11,0.10,0.95,0.95,1.20,0.27,0.15,0.66,0.18,0.16,7.93,74
PRDN2,PARADISE VALLEY,0.33,1.50,0.98,0.19,1.51,0.07,0.49,0.09,0.08,0.03,0.04,0.17,5.48,50
RRRN2,REESE RIVER O'TOOLE,0.39,0.14,0.28,0.35,0.21,0.95,0.73,0.16,0.10,0.24,0.26,0.49,4.30,54
RYPN2,RYE PATCH DAM,0.00,0.41,0.50,0.20,0.70,0.10,1.30,0.40,0.20,0.00,0.30,0.40,4.51,51
WMC,WINNEMUCCA,0.35,0.92,0.60,0.39,1.42,0.13,1.20,0.55,0.28,0.06,0.06,0.23,6.19,74
MCDN2,MCDERMITT,0.03,0.70,0.42,0.03,0.47,0.12,0.65,0.02,0.43,0.00,0.01,1.19,4.07,44
ORVN2,OROVADA 4WSW,0.15,0.99,0.72,0.08,1.56,0.18,0.89,0.17,0.64,0.00,0.00,0.91,6.29,59
BLEN2,BLUE EAGLE RANCH,0.50,0.00,0.46,0.35,0.75,0.73,0.92,0.04,0.66,0.05,1.27,1.41,7.14,81
DYRN2,DYER,0.67,0.14,0.12,0.53,0.12,0.84,0.63,0.00,0.00,0.00,0.11,0.29,3.45,67
ELY,ELY,1.06,0.26,0.30,0.21,1.41,0.64,0.63,0.34,0.34,0.70,0.59,0.59,7.07,71
MCGN2,MCGILL,0.51,0.16,0.41,0.43,1.47,0.92,0.62,0.10,0.50,0.43,0.32,0.46,6.33,72
MIDN2,MIDDLEGATE,0.10,0.22,0.69,0.32,0.38,0.40,0.58,0.07,0.00,0.30,0.00,0.42,3.48,68
MNAN2,MINA,0.57,0.12,0.16,0.20,0.31,0.54,1.05,0.15,0.00,0.19,0.05,0.32,3.66,60
OASN2,OASIS,1.49,0.50,0.25,0.07,0.38,0.41,0.91,0.35,0.71,1.26,0.34,0.77,7.44,92
